banglatalk,indic,whisper
0.9667,1.0,0.9677
1.0,0.9524,0.9118
0.9667,0.9655,0.931
0.95,1.0,0.8667
0.9833,0.9512,0.7805
0.9833,0.9545,1.0
0.9667,1.0,0.9474
0.95,0.9583,0.9091
0.9667,1.0,0.9487
0.95,0.9677,0.8571
0.9833,0.9706,0.9706
0.9833,1.0,0.9714
0.9833,0.9623,0.7925
0.9667,0.963,0.8704
0.9667,0.9388,0.8163
0.95,1.0,0.8485
0.95,0.9636,0.8909
0.9833,0.9583,0.8542
0.9667,0.9756,0.8293
0.9833,0.96,0.96
0.9667,0.6216,0.3514
0.9833,0.4324,0.2222
0.9333,0.4062,0.4375
0.95,0.4444,0.3889
0.9667,0.4,0.3143
0.9667,0.5476,0.5
0.9833,0.7647,0.2353
0.9667,0.7907,0.4419
1.0,0.3226,0.129
0.9833,0.5957,0.3404
0.9833,0.4,0.2059
0.9667,0.5625,0.5
0.9833,0.5,0.35
0.9833,0.7188,0.5625
0.9833,0.4634,0.381
0.9833,0.6818,0.4091
0.9833,0.3846,0.3462
0.9667,0.4571,0.5143
0.9667,0.7105,0.2632
0.9667,0.6818,0.4583
0.9833,0.625,0.3846
0.9167,0.7,0.6667
0.95,0.5,0.4
0.9667,0.7333,0.5667
0.9667,0.6154,0.6154
0.9667,0.381,0.3095
0.9833,0.5273,0.4
0.9833,0.55,0.275
0.9667,0.5667,0.3667
0.9833,0.7027,0.3784
0.9667,0.619,0.381
1.0,0.619,0.5116
0.9667,0.7174,0.4565
0.9833,0.6,0.6
0.9833,0.7826,0.5
0.9833,0.6562,0.3438
1.0,0.6129,0.3438
0.9833,0.5714,0.3878
0.9667,0.6364,0.4545
0.9667,0.4375,0.4375
0.95,0.6,0.3429
0.9667,0.4634,0.3171
0.95,0.5926,0.4828
0.9833,0.5238,0.2143
0.9833,0.5641,0.4103
0.9667,0.6923,0.4615
0.9667,0.5526,0.2895
0.9833,0.6364,0.4242
0.9833,0.3333,0.3333
1.0,0.5238,0.5238
0.9667,0.6562,0.3438
0.9167,0.5588,0.5
0.9833,0.5806,0.4839
1.0,0.4412,0.3429
1.0,0.5484,0.3871
0.9667,0.4286,0.1786
0.9667,0.7188,0.2647
0.9667,0.5333,0.5778
0.9833,0.6944,0.7222
0.9833,0.4872,0.359
0.9667,0.7419,0.2903
0.95,0.5,0.3333
0.95,0.6471,0.4118
0.9833,0.875,0.625
0.9833,0.4359,0.3846
0.95,0.8125,0.4375
0.9333,0.8158,0.5526
0.9833,0.7353,0.5
0.9667,0.7317,0.4146
0.95,0.7353,0.5405
0.9833,0.4878,0.3415
0.9667,0.6341,0.4878
0.9333,0.7143,0.5
0.9833,0.4444,0.25
1.0,0.5938,0.5312
0.95,0.6458,0.3125
0.9667,0.3333,0.1212
0.9833,0.44,0.4348
0.9833,0.4333,0.2903
0.9833,0.6957,0.3478
0.95,0.4516,0.2903
0.9833,0.4231,0.3077
0.9833,0.6471,0.3529
0.9833,0.6176,0.3143
0.9667,0.4211,0.3
0.9833,0.7647,0.5882
0.9833,0.7674,0.4651
0.95,0.4545,0.4242
0.95,0.5745,0.5745
0.9833,0.5263,0.3158
0.9833,0.5946,0.4103
0.9833,0.56,0.44
0.9833,0.6591,0.4773
0.9667,0.5116,0.4186
0.9167,0.5676,0.2703
0.95,0.3846,0.4231
0.9833,0.7027,0.5
0.9667,0.6207,0.3793
0.9667,0.4706,0.4118
0.9667,0.6552,0.5172
0.9667,0.6667,0.6111
0.9667,0.3429,0.2857
1.0,0.625,0.375
1.0,0.7308,0.5769
0.9833,0.6,0.4
1.0,0.4048,0.4524
0.9833,0.6444,0.4889
1.0,0.6885,0.5082
0.95,0.7234,0.5319
1.0,0.6154,0.25
0.9667,0.56,0.3
1.0,0.3429,0.1143
0.9833,0.6222,0.5333
0.9833,0.5357,0.4286
0.9833,0.7692,0.6923
1.0,0.5645,0.3226
0.9833,0.7619,0.5476
0.9833,0.4324,0.3243
1.0,0.5,0.3478
0.9667,0.7209,0.5116
0.9853,0.6029,0.6029
0.9667,0.6364,0.3409
0.9833,0.381,0.1667
0.9846,0.4769,0.3692
0.9833,0.7018,0.4386
1.0,0.4,0.16
0.9833,0.6792,0.4151
