banglatalk,indic,whisper
0.9333,1.0,0.9118
0.9667,0.9615,1.0
0.9667,1.0,0.6923
0.9667,0.8966,0.6207
1.0,0.8966,0.8621
0.95,0.9762,0.7381
0.9667,0.9535,0.907
0.9833,1.0,0.8077
1.0,0.9302,0.7209
0.9667,0.907,0.814
0.9667,1.0,0.7778
0.9535,0.907,0.7907
0.9833,1.0,1.0
0.95,0.8182,0.6818
1.0,0.9123,0.9298
0.9833,0.9107,0.875
0.9667,0.8889,0.8333
1.0,0.8947,0.8947
1.0,1.0,0.9434
0.9833,0.9667,0.9167
1.0,0.9259,0.8333
0.9833,0.898,0.7959
0.9833,0.9565,0.9565
0.9833,0.913,0.8913
1.0,0.9508,0.8852
0.9833,0.8627,0.7843
0.9667,0.9778,0.9333
1.0,0.9429,0.9714
0.9833,0.7949,0.6667
0.9833,0.9655,0.7931
0.9833,1.0,0.9773
0.9833,0.9091,0.7273
0.9667,0.7941,0.5588
0.95,1.0,0.9
0.9833,1.0,0.7895
0.9667,1.0,0.925
0.95,0.9756,0.878
0.9667,0.9565,0.8261
0.9667,0.9024,0.8293
0.9833,1.0,0.9286
0.9833,0.9565,0.7174
0.9833,0.8158,0.7895
0.9667,0.9474,0.5263
0.9833,0.8158,0.6842
1.0,0.918,0.8689
0.9833,0.8837,0.6744
0.9333,0.8974,0.5385
0.9667,0.9302,0.814
0.9667,0.8696,0.8043
1.0,0.9091,0.9091
0.9697,0.9697,0.9242
0.9833,0.963,0.8519
0.95,0.9744,0.8718
0.95,1.0,0.8333
0.9833,1.0,0.8571
0.95,1.0,0.8333
0.9667,0.9167,0.8889
0.9667,1.0,0.95
0.9667,1.0,0.9
0.9667,1.0,0.9062
1.0,0.9701,0.7164
1.0,0.9796,0.9796
1.0,1.0,0.931
0.9667,1.0,0.875
0.9833,0.95,0.75
0.9833,1.0,0.9143
0.9667,0.9268,0.8537
0.9833,0.9583,0.7917
0.9833,0.9268,0.7561
0.9667,1.0,0.4412
1.0,0.6667,0.4815
1.0,0.8333,0.8667
0.9833,0.9667,0.8
0.9833,0.9524,0.9048
0.967,0.8901,0.7912
0.9833,0.9643,0.7857
0.9833,1.0,0.72
0.9833,1.0,0.7391
1.0,1.0,0.7647
0.9833,0.9375,0.6875
0.9833,0.9231,0.8462
1.0,0.92,0.84
1.0,0.8462,0.7692
1.0,0.6,0.6
0.9667,0.9706,0.6176
0.9833,0.8929,0.6071
0.9833,0.8636,0.8182
0.9667,0.92,0.92
0.95,0.8148,0.7037
0.9667,1.0,0.8571
0.9667,0.8333,0.7083
0.95,1.0,0.8966
0.95,0.9259,0.6667
0.9,0.9286,0.6786
0.95,0.85,0.75
0.9667,1.0,0.8636
0.9667,1.0,0.8636
0.9833,0.913,0.76
0.9667,0.8571,0.7619
0.9833,1.0,0.92
0.9833,0.875,0.7917
0.95,0.963,0.6296
1.0,0.9032,0.9677
1.0,0.7647,0.7647
0.9833,0.6522,0.4783
0.9667,1.0,0.6923
0.9667,0.9677,0.9032
0.9667,1.0,0.6667
0.9333,0.9394,0.7273
0.9833,1.0,0.7619
0.9667,1.0,0.913
0.9833,0.9143,0.6857
0.9833,0.8438,0.5938
0.9667,0.8824,0.8235
0.9667,1.0,0.8
0.9833,1.0,1.0
0.9833,1.0,0.8
0.95,0.9231,0.641
0.9667,0.8043,0.4783
0.9667,1.0,0.9
1.0,1.0,0.9355
0.9667,1.0,0.7692
0.9833,1.0,0.9167
1.0,1.0,0.931
0.9833,1.0,0.84
0.9833,1.0,0.8462
0.9833,0.9744,0.9231
1.0,0.9688,0.9062
1.0,1.0,1.0
0.9667,0.9737,0.9474
0.9667,1.0,0.9211
0.9833,0.973,0.8919
0.9851,1.0,0.9851
0.9833,0.9444,0.5833
0.9833,1.0,0.9756
0.95,0.9744,0.8974
0.9667,0.9821,0.9821
0.9846,0.9385,0.8154
0.9833,1.0,1.0
0.9667,0.9444,1.0
0.9833,1.0,0.9767
1.0,0.9701,0.9104
1.0,0.9455,0.8727
0.9744,0.9744,0.9487
1.0,0.8983,0.6949
0.9833,0.9434,0.7736
1.0,0.9459,0.9189
0.9833,0.8511,0.6809
0.95,0.98,0.88
0.9833,0.9375,0.7188
1.0,0.9655,0.9483
1.0,1.0,0.9821
1.0,1.0,0.9574
1.0,0.9706,0.9706
1.0,1.0,0.9787
0.9855,1.0,0.9565
0.9833,1.0,0.913
0.9667,0.9583,0.9167
1.0,1.0,1.0
1.0,1.0,1.0
0.9833,1.0,1.0
1.0,1.0,0.9375
0.9833,0.9375,0.9062
0.9667,0.9286,0.9643
1.0,1.0,0.963
0.9333,1.0,1.0
1.0,1.0,1.0
1.0,1.0,0.9412
0.9667,1.0,0.9545
0.9667,0.9565,0.7826
0.9667,0.9333,0.8667
1.0,1.0,0.9412
0.9833,1.0,1.0
0.9667,0.95,0.95
0.9833,0.92,0.8
1.0,1.0,1.0
1.0,0.9,0.9
0.95,1.0,0.913
1.0,0.9434,0.8868
1.0,0.9667,1.0
0.9833,1.0,0.8667
1.0,0.9811,0.9623
0.9833,1.0,0.96
0.9625,0.9875,0.8125
0.95,0.907,0.8837
1.0,0.875,0.7857
0.9833,0.9655,0.9655
0.9833,0.9667,0.9667
0.9833,0.98,0.88
0.9667,1.0,0.8421
1.0,0.9615,0.8077
0.9667,1.0,0.9268
0.95,1.0,0.9302
0.95,0.9231,0.8846
0.9667,0.9615,0.8846
0.9833,0.9756,0.9268
0.9833,1.0,1.0
0.9667,1.0,1.0
0.9833,1.0,1.0
0.9667,1.0,1.0
0.9667,0.9429,0.8857
0.9833,1.0,0.9149
0.9833,0.9667,0.8667
0.95,1.0,0.9149
0.9667,0.9565,0.9565
0.9667,1.0,0.9615
1.0,1.0,0.9375
1.0,1.0,0.9778
1.0,0.9831,0.8814
0.9667,0.9773,0.9091
0.9833,1.0,0.9655
0.9833,1.0,0.9545
0.9833,1.0,1.0
0.9667,1.0,0.8889
1.0,0.9836,0.9672
1.0,1.0,0.9048
1.0,1.0,1.0
0.9833,1.0,0.9149
1.0,0.8966,0.8966
1.0,1.0,1.0
1.0,1.0,0.9524
1.0,1.0,1.0
0.9833,0.9535,0.7442
0.9667,0.9062,0.75
0.9833,0.8718,0.6154
1.0,1.0,0.925
0.9833,0.9535,0.7907
1.0,0.9783,0.9783
0.9667,0.963,0.9062
0.9833,1.0,1.0
0.9855,1.0,0.9275
1.0,0.9571,0.9143
0.9833,1.0,0.8696
0.9833,0.9583,0.8542
1.0,0.925,0.85
0.9667,0.9565,0.8478
0.9833,0.9778,0.9111
1.0,1.0,0.8966
0.9833,1.0,0.9512
0.9333,1.0,0.8947
1.0,1.0,0.8913
1.0,1.0,0.9722
0.9833,1.0,0.8462
0.9833,1.0,0.8974
1.0,1.0,0.8571
1.0,0.9355,0.9355
0.9333,1.0,0.9524
0.9667,0.8929,0.7679
0.9833,0.9394,0.8485
0.9848,0.9697,0.8939
0.95,0.9796,0.8367
0.9667,1.0,0.8958
0.9667,0.95,0.775
0.9667,0.9818,0.7818
1.0,0.9524,0.9048
0.9833,0.9744,0.8974
0.9833,0.9643,0.8214
0.9333,1.0,1.0
1.0,0.8548,0.6774
0.9833,0.963,0.7593
0.9667,0.8958,0.7917
0.9833,0.9286,0.9048
1.0,0.8929,0.6786
0.9667,0.8684,0.6053
1.0,0.9783,0.6522
0.95,0.85,0.825
0.9833,0.8043,0.6957
1.0,0.902,0.9608
0.95,0.7917,0.4583
0.9833,0.8718,0.6923
0.9667,0.7778,0.6944
0.9833,0.6875,0.5625
0.95,0.8889,0.7105
0.9667,0.8372,0.5814
0.9667,0.8913,0.7391
0.9667,0.7576,0.7273
0.9667,0.8718,0.7692
0.9833,0.8868,0.7547
1.0,0.8421,0.5965
1.0,0.8182,0.6818
1.0,0.8704,0.7222
1.0,0.8696,0.6939
1.0,0.9259,0.7407
0.9833,0.8372,0.9302
0.9667,0.7632,0.6579
1.0,0.8462,0.7949
1.0,0.7143,0.7857
1.0,0.9,0.72
0.9667,0.8,0.6444
1.0,0.8333,0.5833
0.9833,0.8043,0.6087
1.0,1.0,0.9688
0.9833,0.931,0.8276
0.9833,1.0,1.0
1.0,0.9189,0.9189
0.9833,0.9667,0.9333
0.9667,1.0,0.9375
0.9844,0.9844,0.8594
0.9667,1.0,1.0
0.9667,0.9744,0.8974
0.9667,0.9492,0.8644
0.9833,0.9623,0.6981
0.9833,0.92,0.82
0.9667,0.9767,0.907
0.9667,0.9184,0.8571
0.9494,0.8987,0.8861
1.0,0.9815,0.7963
0.9833,0.907,0.8837
0.9667,0.898,0.8776
0.9667,1.0,0.9167
1.0,1.0,0.9315
0.9833,0.931,1.0
0.9833,0.9184,0.9184
1.0,0.875,0.6786
0.9667,0.9286,0.7857
0.9538,1.0,0.7692
1.0,0.8793,0.8103
0.95,1.0,0.878
0.95,0.9057,0.8868
1.0,0.8723,0.7234
0.9857,0.9857,0.8028
1.0,0.9123,0.7895
0.9667,0.975,0.8
0.9863,0.9726,0.9589
0.9833,0.963,0.9444
0.9833,0.92,0.82
1.0,0.9388,0.7959
1.0,0.9683,0.8889
0.9833,0.9149,0.8085
0.9667,0.9583,0.9792
0.9531,0.9062,0.7969
0.9848,1.0,0.9394
0.9833,0.9655,0.5862
0.967,0.8242,0.7692
0.9667,0.7895,0.7368
0.9495,0.9495,0.8586
0.9552,1.0,0.9403
0.9,0.8824,0.9412
0.95,0.9375,0.9375
0.9833,1.0,0.7273
1.0,1.0,0.9767
0.9833,0.95,0.825
1.0,1.0,0.9545
0.9833,0.9767,0.9302
0.9833,0.9394,0.7879
0.9839,1.0,0.871
0.9667,0.9744,0.8974
0.9667,0.8889,0.9111
0.9667,0.9429,0.7714
0.9833,0.9474,0.9737
0.9667,1.0,0.9583
0.95,1.0,0.9143
0.95,0.9583,1.0
0.9833,0.9677,0.9355
1.0,1.0,0.9787
0.9667,0.9756,0.9024
0.9833,1.0,0.9038
0.9667,0.9667,0.8667
0.95,0.925,0.85
0.9833,0.9762,0.9524
0.9833,0.9756,0.878
0.9333,0.9778,0.8222
0.9833,0.9143,0.8286
0.9667,0.9429,0.8056
0.9667,0.9394,1.0
0.9667,1.0,0.9737
0.9333,0.9111,0.9111
0.9833,1.0,0.88
0.9167,1.0,0.9459
0.9667,0.9756,0.9024
0.9833,0.9655,0.8621
0.9667,1.0,0.875
0.9667,0.9429,0.8421
0.9667,0.8529,0.8824
0.95,1.0,0.8571
0.9333,0.8974,0.8182
0.9833,1.0,1.0
0.95,0.96,0.84
1.0,0.9333,0.9333
0.95,1.0,0.96
0.9333,0.9706,1.0
0.95,0.9744,0.9231
0.9667,0.9688,0.9375
0.9833,0.9667,0.9394
0.95,0.9231,0.7436
0.9167,0.9677,0.8387
0.95,0.925,0.975
0.95,0.7917,0.5862
0.9667,1.0,0.9286
0.9667,0.9375,0.8438
0.9833,1.0,1.0
0.9667,1.0,0.9
0.9833,0.9643,0.8929
0.95,0.9667,0.9667
0.9833,1.0,1.0
0.95,0.86,0.9
0.9667,1.0,0.7308
0.9667,1.0,0.8214
0.95,1.0,0.871
0.9833,1.0,0.9231
0.9333,0.9697,0.9697
0.95,1.0,0.9677
0.9333,0.9167,0.8889
0.9833,1.0,1.0
1.0,0.8684,0.8936
0.9667,1.0,0.8333
0.95,0.907,0.7674
0.9667,1.0,0.9
0.9667,0.9394,0.7879
0.9667,0.9643,0.8571
0.9833,1.0,0.8621
0.9833,1.0,1.0
1.0,1.0,1.0
0.9833,1.0,0.9744
0.9667,1.0,1.0
0.9833,1.0,1.0
0.9667,1.0,0.9615
0.9667,0.95,0.913
0.9667,0.9189,1.0
0.95,0.9677,0.9355
0.9667,1.0,1.0
0.9667,1.0,0.9545
0.95,1.0,1.0
0.9667,0.9355,0.9032
0.9833,1.0,0.875
0.95,1.0,0.7586
0.9667,0.9091,0.8182
1.0,1.0,0.9545
0.95,0.9259,0.9333
0.9833,0.9167,0.8077
1.0,0.9333,0.9375
0.9833,1.0,0.95
0.9833,0.7692,0.7857
0.9833,0.9259,0.9259
0.9667,1.0,0.6471
0.9833,1.0,0.7778
0.9833,1.0,0.963
0.95,0.875,0.6562
0.9833,0.8235,0.7059
0.9833,0.9394,0.8788
0.9667,1.0,0.8409
0.95,0.8235,0.6176
0.9833,0.9,0.8438
0.9833,0.871,0.9677
0.9833,1.0,0.8846
0.9333,0.8205,0.641
0.9833,0.9459,0.9
0.9667,0.7879,0.7714
0.9667,0.8444,0.7111
0.95,0.8537,0.7561
0.9667,0.8421,0.7368
0.95,0.7381,0.5952
0.9667,0.9048,0.8095
0.9833,0.9412,0.7941
0.9333,0.9211,0.7895
1.0,0.8182,0.7879
0.9333,0.9333,0.9111
0.9667,0.8929,0.8036
0.9833,0.75,0.7292
0.9833,0.8387,0.7097
0.9833,0.8298,0.5532
1.0,0.8462,0.6923
1.0,0.9,0.7667
0.9833,0.7778,0.5333
0.9667,0.8043,0.7826
0.9667,0.5676,0.5676
0.9833,0.8864,0.7273
0.9667,0.8788,0.6571
0.9667,0.8621,0.7667
0.971,0.8261,0.6812
0.95,0.8,0.6889
0.9833,0.7429,0.6286
0.9667,0.7381,0.619
0.95,0.7255,0.6667
0.9667,0.75,0.725
0.9833,0.7576,0.5758
0.9667,0.7805,0.6585
0.9333,0.9545,0.9362
0.95,0.8,0.64
0.9667,0.8571,0.7812
0.9667,0.9286,0.8571
0.9667,0.8462,0.6226
0.9333,0.8667,0.7143
0.9833,0.8824,0.8824
0.95,0.9697,0.8919
0.95,0.7931,0.6207
0.9833,0.7955,0.7273
0.9667,0.6923,0.4615
0.9167,0.9348,0.7174
0.9833,0.9545,0.8511
0.9333,0.9706,0.8462
0.95,0.6429,0.7143
1.0,0.8485,0.697
0.9667,0.9118,0.7647
0.9667,0.8286,0.725
0.9833,0.9057,0.7736
0.9667,0.8611,0.7619
0.95,0.7838,0.7297
0.9833,0.8571,0.7857
0.95,0.7941,0.6765
0.9667,0.9286,0.6944
0.9333,0.8485,0.6053
0.9571,0.8714,0.7429
0.9667,0.7727,0.62
0.9667,0.82,0.549
0.9667,0.871,0.9355
0.9833,0.9722,0.9167
0.9667,0.9259,0.7407
0.9667,0.9,0.8
0.95,0.9211,0.8537
0.9667,0.8462,0.75
0.9667,0.7778,0.6531
0.9667,0.9429,0.8421
0.95,0.8571,0.75
0.95,0.8485,0.7297
0.9333,0.7778,0.6053
1.0,0.8545,0.6727
0.9833,0.8333,0.6429
0.9667,0.8286,0.7429
0.9667,0.8696,0.8043
0.9667,0.8421,0.6316
0.9833,0.8125,0.6875
0.9833,0.8864,0.7778
0.9667,0.8947,0.5
1.0,0.9756,0.881
0.9667,0.8684,0.725
0.9667,0.913,0.7826
0.9667,0.7879,0.697
0.9667,0.8095,0.5
0.95,0.7692,0.6905
0.95,0.9211,0.8421
0.95,0.7714,0.7778
0.9833,0.7222,0.5
0.9833,0.7895,0.8421
0.9667,0.913,0.766
0.9667,0.7143,0.5333
0.9833,0.5854,0.4146
0.9667,0.7429,0.6216
0.9833,1.0,0.6
0.95,0.7879,0.7353
0.9833,0.8387,0.6452
0.9667,0.875,0.7931
0.9833,0.8537,0.7073
0.9833,0.8889,0.6944
1.0,0.8571,0.7656
0.95,0.6364,0.3636
0.9833,0.75,0.6774
0.9667,0.6667,0.7429
0.9833,0.7097,0.6774
0.9833,0.8684,0.6829
0.95,0.8696,0.6596
0.9667,0.5278,0.4444
0.9667,0.6047,0.3721
0.9667,0.9038,0.8269
0.9667,0.8478,0.7826
0.9833,0.6765,0.5882
1.0,0.8,0.675
0.9333,0.8542,0.7292
0.9839,0.9355,0.6935
0.9667,0.7143,0.5714
0.9667,0.8824,0.6176
0.9333,0.9189,0.7568
0.9833,0.8065,0.4839
0.9667,0.9444,0.6842
0.9667,0.9048,0.8571
0.9833,0.8108,0.6486
1.0,0.9032,0.8788
0.9667,0.8056,0.7692
0.9667,0.6,0.55
0.9667,0.7895,0.7105
0.95,0.6176,0.5556
0.9667,0.875,0.6571
0.9851,0.8209,0.7463
1.0,0.8704,0.7593
1.0,0.7308,0.5577
0.9833,0.8627,0.7647
0.9667,0.7885,0.4808
0.9833,1.0,0.7826
0.9667,0.8293,0.7073
0.9833,0.7755,0.6122
0.95,0.7143,0.5952
0.9833,0.82,0.6
1.0,0.9286,0.7143
0.9333,0.6591,0.5455
0.9833,0.8333,0.6667
0.9833,0.8305,0.6102
0.9667,0.8966,0.6897
0.9667,0.8462,0.6154
0.9833,0.6129,0.4516
0.9667,0.8409,0.7273
0.9833,0.6735,0.5714
0.9833,0.7805,0.5435
0.9667,0.6667,0.697
0.9667,0.7838,0.6216
0.95,0.8696,0.7174
0.95,0.8846,0.6538
0.9667,0.8611,0.5
0.9833,0.8667,0.7111
0.9833,0.8,0.6667
0.9833,0.7619,0.7143
0.9667,0.8704,0.5741
1.0,0.8649,0.6757
0.9833,0.8571,0.625
0.9833,0.8788,0.6667
0.9667,0.6216,0.4054
0.95,0.8378,0.8378
0.9853,0.9412,0.6324
0.9667,0.7805,0.6829
0.9833,0.6757,0.2973
0.9833,0.6486,0.5676
0.9667,0.7949,0.5897
0.9833,0.7826,0.4348
1.0,0.8704,0.6481
0.9833,0.8,0.55
1.0,1.0,0.8333
0.9833,0.6591,0.5682
1.0,0.6889,0.5111
0.9667,0.7941,0.7059
0.9667,0.7073,0.4667
0.9836,0.5246,0.4754
0.9667,0.6571,0.4857
0.9667,0.7179,0.5385
0.9833,0.9216,0.7255
0.9667,0.8108,0.6486
0.9667,0.8478,0.7174
0.95,0.8214,0.5714
0.9833,0.6765,0.5
0.9833,0.8372,0.6977
0.9667,0.7429,0.5714
0.9667,0.8857,0.8
0.9706,0.8235,0.7246
0.9706,0.7794,0.75
1.0,0.7833,0.8
0.9667,0.8,0.7
0.9833,0.9231,0.7692
0.95,0.925,0.9
0.9667,1.0,0.8636
0.95,0.9375,0.8929
0.9667,1.0,1.0
0.9667,0.9459,0.7027
0.9667,1.0,0.973
0.95,0.9231,0.6731
0.9833,0.8125,0.9375
0.95,0.9512,0.878
0.9833,0.878,0.878
1.0,0.9815,0.8704
0.9833,0.96,0.88
0.9833,1.0,0.9583
0.9833,0.8889,0.8889
0.9333,1.0,0.9565
0.9833,0.9688,0.8125
0.95,0.9583,0.9
0.9833,0.9268,0.8049
0.95,0.8438,0.75
0.9667,0.9615,0.75
0.9848,0.9848,0.9242
0.9833,0.9231,0.9231
0.9667,0.9211,0.8947
0.9667,0.975,0.925
0.9667,0.9375,0.8333
0.9833,0.9434,0.6792
0.9667,0.9778,0.8298
0.9833,0.9355,0.8511
1.0,0.9091,0.9318
0.9833,0.8043,0.8246
1.0,0.9231,0.8621
1.0,0.8222,0.7708
0.95,0.7805,0.6491
0.9833,0.8857,0.6053
1.0,1.0,0.7273
0.9667,0.8621,0.8966
0.9833,1.0,0.8596
0.9667,0.8056,0.725
0.95,0.9375,1.0
1.0,0.9574,0.7347
0.9667,1.0,0.8966
0.95,0.96,0.76
0.9833,0.9583,0.875
0.9833,0.9565,0.8077
0.9333,0.9762,0.881
0.95,0.8824,0.65
0.9667,1.0,1.0
1.0,0.9655,0.8333
0.95,0.9706,0.9118
0.9667,0.9592,0.8367
0.9667,0.9459,0.76
1.0,1.0,0.95
0.9833,0.9722,0.9231
0.9667,0.881,0.76
0.95,0.973,0.8333
0.9667,0.9592,0.8163
0.9833,0.9697,0.9394
0.9833,0.9211,0.8039
0.95,0.9355,0.7826
1.0,0.9592,0.7143
0.9667,1.0,0.8393
0.95,1.0,0.9756
0.9833,0.9773,0.9057
0.9667,1.0,0.9143
0.9833,1.0,0.7895
1.0,0.9565,0.913
0.9833,0.9831,0.8305
0.95,0.8947,0.8421
0.9833,0.8462,0.8269
0.9848,0.8636,0.6212
0.9833,0.9787,0.7447
1.0,0.96,0.76
0.9833,1.0,0.9231
0.9833,1.0,0.98
0.9833,0.9211,0.7895
0.95,0.92,0.82
0.9667,0.9355,0.871
0.95,1.0,0.8378
0.9833,0.9444,0.7778
0.9833,1.0,0.9474
1.0,1.0,0.9231
0.9833,0.9756,0.8167
0.9833,0.96,0.72
0.9667,0.9,0.8667
0.9833,1.0,0.8649
0.95,0.8837,0.814
0.9833,0.9535,0.8043
1.0,1.0,1.0
0.9833,0.9706,0.9412
0.95,0.9286,0.8125
0.9833,1.0,0.9231
0.9833,1.0,0.9811
0.9833,0.8718,0.8293
0.9667,1.0,0.7556
0.9667,1.0,0.8298
0.9667,0.7895,0.8095
0.9833,0.9286,0.8507
0.9667,0.9423,0.7703
0.9844,0.9375,0.8281
0.95,0.9286,0.875
0.9518,0.8795,0.7108
0.9833,0.9091,0.7273
1.0,0.96,0.9067
0.9833,0.96,0.8182
0.9744,0.7821,0.8426
0.9833,0.8696,0.6957
1.0,0.9365,0.9524
1.0,0.9333,0.9333
0.9806,0.9806,0.9417
0.9733,0.9333,0.9467
0.9494,0.9494,0.8101
0.9592,0.949,0.7653
0.9833,0.9545,0.9545
0.9877,0.8765,0.7901
0.9452,0.9452,0.8082
0.9677,0.9677,0.828
0.9667,0.9091,1.0
0.9767,0.9767,0.9907
0.9833,0.84,0.7778
0.9762,0.9048,0.8333
0.9833,0.9333,0.6333
0.9429,0.9905,0.9524
0.9863,0.9589,0.8243
0.9529,0.9765,0.8941
0.9833,0.9259,0.9074
0.9833,0.9091,0.9091
0.9833,1.0,0.8182
1.0,0.875,0.7647
0.9667,1.0,0.9167
0.9667,0.9167,0.8333
0.9833,0.96,0.8846
0.9667,0.931,0.8621
0.95,1.0,0.9024
0.9833,0.9444,0.9167
0.95,0.9474,0.7632
0.9833,0.9737,1.0
0.9667,0.9767,0.8222
0.9667,0.9048,0.8148
0.95,0.8966,0.6875
0.9833,0.9722,0.8333
0.9833,0.8947,0.9474
0.9833,0.95,0.85
0.95,0.9655,0.925
0.95,0.9375,0.6216
0.9667,1.0,0.9062
0.95,1.0,0.9091
0.9667,1.0,0.9429
0.9167,0.9375,0.9688
0.9667,0.9643,0.9333
0.95,0.9487,0.8462
0.9667,1.0,0.6087
0.9833,1.0,0.7308
0.9667,0.9286,0.8298
0.95,0.9677,0.9032
0.95,0.9375,0.9062
0.95,0.9714,0.7632
0.9333,0.9412,0.8235
0.95,0.9429,0.9143
0.9333,1.0,0.9355
0.9667,1.0,1.0
0.9833,0.8667,0.8667
0.9833,1.0,0.8929
0.9833,1.0,1.0
0.95,0.9714,0.9429
0.9833,0.9184,0.9796
0.9833,0.9783,0.8696
0.95,1.0,0.963
0.9667,0.9024,0.8537
0.9833,1.0,0.8529
0.9333,0.9688,0.9062
0.9667,0.9565,0.6087
0.9667,1.0,0.871
0.9833,0.9722,0.9167
0.9833,0.9074,0.9444
0.9833,0.9375,0.9062
0.9667,0.98,0.86
0.9333,0.9412,0.9412
0.95,0.9667,0.7
0.9667,1.0,1.0
0.9833,1.0,0.9545
0.9667,0.8846,0.907
1.0,1.0,0.9722
0.9833,0.8929,0.6111
0.95,1.0,0.9091
0.9667,0.9394,0.9706
0.9833,1.0,0.9149
0.9333,1.0,0.8621
1.0,0.9524,0.8571
0.95,0.975,0.8571
0.9667,0.9259,0.7037
0.9167,1.0,0.9444
0.95,0.9677,0.8387
0.9667,1.0,1.0
0.9167,1.0,0.76
0.9833,0.8889,0.7895
0.9833,0.9697,0.8462
0.9667,0.8293,0.7561
0.9667,1.0,0.7778
0.9,1.0,0.8
0.9833,0.881,0.6429
0.9333,0.9355,0.7857
0.9333,0.95,0.875
0.9667,0.9524,0.931
0.9667,1.0,0.9048
0.9667,1.0,0.9412
0.95,0.9259,0.8125
0.9667,0.9375,0.9375
0.9833,1.0,0.7857
0.9667,0.9677,0.9375
0.9667,1.0,0.9565
0.9333,0.8387,0.7674
0.9833,0.9487,0.9231
0.95,0.9429,0.8039
0.9833,0.9062,0.7812
0.95,0.9714,0.9322
0.9667,0.9677,0.9355
0.95,0.95,0.8545
0.9833,0.9429,1.0
0.9833,0.92,0.8276
0.9833,1.0,0.9375
0.9667,0.9444,0.9444
0.9667,0.9423,0.8846
0.9667,0.875,0.74
0.9667,1.0,0.973
0.9833,1.0,0.9474
0.9833,0.9583,0.9583
0.9833,0.8182,0.9375
0.9833,0.9556,0.8
1.0,1.0,0.8182
0.9167,1.0,0.9032
0.9667,1.0,0.9216
0.9667,1.0,0.7857
1.0,0.9455,0.9455
0.9863,0.8356,0.8219
0.9833,0.9821,0.9107
0.9667,0.9333,0.8444
0.9667,1.0,0.9512
0.9833,1.0,0.8837
0.9667,0.931,0.931
0.9833,0.8889,0.8148
0.9833,1.0,0.9286
0.9667,0.9667,0.9333
0.95,0.92,0.8387
0.9833,0.9783,0.913
0.9667,0.9756,0.7805
1.0,1.0,0.9636
0.9167,0.9706,0.7353
0.9833,0.8621,0.6897
1.0,0.9333,0.8222
0.9833,0.8,0.8235
0.95,1.0,1.0
0.9833,0.84,1.0
0.9667,1.0,1.0
0.9667,1.0,0.8333
0.95,0.9643,0.9643
0.9833,0.9091,0.9565
1.0,1.0,1.0
0.9833,1.0,0.8387
0.9667,1.0,1.0
0.9667,0.8571,0.9048
0.9667,0.9118,0.9412
1.0,0.9333,0.8667
1.0,0.9231,0.7436
0.9833,0.9231,0.8846
0.9333,0.9677,0.9355
1.0,0.8,0.9706
1.0,1.0,0.8333
0.9833,0.9583,0.9583
0.9833,1.0,0.8462
0.95,0.9167,0.96
0.9333,0.8788,0.7879
0.9667,0.88,0.8718
0.9667,0.875,0.6667
0.9333,0.96,0.88
0.9833,1.0,0.9333
1.0,0.8571,0.8571
0.9833,0.8889,0.7778
0.9333,0.9167,0.7917
1.0,0.96,0.8
0.9667,0.9143,0.7619
0.9667,0.9394,0.9394
1.0,1.0,0.9474
0.9833,0.9333,0.8333
0.9667,0.9583,0.9583
0.95,1.0,0.9259
0.9167,0.9655,0.8095
0.9667,1.0,0.7647
0.95,0.8696,0.8261
0.95,1.0,0.9524
0.9667,0.96,0.88
0.9667,0.9722,0.9722
0.9833,1.0,0.9231
0.9167,0.8889,0.8611
0.9667,0.9615,1.0
0.9667,0.875,0.75
0.9167,0.94,0.9483
0.9667,0.9512,0.9286
0.9833,0.973,0.9189
0.9667,0.9773,0.9565
0.9667,0.9825,0.9649
0.9333,0.9688,0.625
0.987,1.0,0.8961
0.987,0.9481,0.9091
0.9667,0.9574,0.7872
0.9538,0.9538,0.9231
0.9667,1.0,0.8929
0.9538,1.0,0.9077
0.9451,0.8242,0.8681
0.9833,0.9,0.8333
1.0,0.8462,0.7308
0.9667,0.9231,0.8205
1.0,1.0,0.825
0.9667,0.9796,0.8571
0.9667,0.931,0.931
1.0,0.9623,0.8302
0.9667,0.9667,0.9
0.9333,0.975,0.875
0.9667,1.0,0.8611
0.9833,0.98,0.92
0.9667,0.9574,0.8936
0.9667,1.0,1.0
0.9833,1.0,0.7895
1.0,0.9697,0.9394
1.0,0.9492,0.8814
1.0,1.0,0.8333
0.95,0.96,0.8
0.9667,1.0,0.9
0.9667,1.0,0.9231
0.95,1.0,0.9394
0.95,1.0,0.9231
0.9667,0.8824,0.8947
0.9333,0.9474,0.8421
0.9833,0.9167,0.875
0.9667,1.0,0.9
0.9667,0.9565,0.9565
0.9667,0.8846,0.8846
0.9667,1.0,1.0
0.9667,1.0,1.0
0.95,1.0,0.92
0.9667,1.0,0.9062
0.9333,0.9394,0.9394
0.9667,1.0,0.8929
0.9667,1.0,0.8788
0.9667,1.0,1.0
0.9833,1.0,0.95
0.95,1.0,0.9667
0.95,0.9792,0.9388
0.8667,1.0,0.95
0.9333,1.0,0.9167
0.9667,0.9,0.9667
0.9833,1.0,1.0
0.95,0.9474,1.0
0.9833,0.9615,0.8846
1.0,1.0,1.0
0.9667,1.0,0.8448
0.9667,0.913,0.8696
0.95,1.0,0.973
